Label,Message
Flight,The PNR for your Air India Flt 6S155 for PGH-NMB on 2011-12-10 at 10:44 hrs  is U44W2G. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:6681147541,TRAIN:7637,DOJ:2011-07-16,AC3,BSBR-BPC,Dep:7:40, David,B3 15 , Fare:1776,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC28545422 opened on 2015-08-10 16:15hrs,ETD of your car is 2015-08-11 14:12hrs and est.repair amt is Rs.160 Rgds, Hyundai Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Agawam Diner. Order ID 3856. Delivery by 2013-03-27 12:57. Enjoy 8% discount on your next purchase. Code E8OPQ4. T&C."
Delivery,"Dear Guest, Thanks for choosing Olga 's Diner. Order ID 2172. Delivery by 2012-05-29 13:35. Enjoy 11% discount on your next purchase. Code AOJV92. T&C."
Bus,"* KSRTC m-Ticket *  from: Puducherry to: Mangaluru PsngrName: Adam TripCode: 839PudMan PNR No.: J50495531 JnyDate: 2010-01-05 DepTime: 8:39  SeatNo.: 36, 6, 11, 44, 55, 24, 28, 29  Class: AC Sleeper  BoardingPt: Puducherry Rly Station Txn Password: 8566 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Shake Shack. Order ID 8544. Delivery by 2012-04-13 12:53. Enjoy 13% discount on your next purchase. Code SEO8TZ. T&C."
PickUp,"Repair ref.no for your car is JC35512632 opened on 2009-11-06 7:51hrs,ETD of your car is 2009-11-07 2:10hrs and est.repair amt is Rs.765 Rgds, Bimal Auto Agency"
Payment,Bill dated 2012-11-20 for Rs 994 has been generated for your Vodafone fixedline/broadband relationship no. 28176644. The same will reach you by 2012-11-23. Due date: 2012-12-05.
Train,"PNR:6452613222,TRAIN:57366,DOJ:2011-06-10,AC3,AH-BWIP,Dep:11:16, Damien,B1 88 , Fare:4283,SC:10.0+PG+INS"
Expiry,Maha Veer Auto Agency : Service of your car KA32L4764 is due in 85 days on 2014-08-17. Please contact us at 9647112176 to book a service.
Train,"PNR:1334335845,TRAIN:2347,DOJ:2014-07-15,SL,BBTR-BIRD,Dep:3:14, Jeremy,S7 62 , Fare:3149,SC:10.0+PG+INS"
Cab,"Thank you for choosing taxiforsure for 2012-05-21 at 16:49. Cab:KA75T7418 , Chauffer: Jorge, Cell: 9628872563 will reach you. T&C apply, visit www.taxiforsure.com"
Bus,"* KSRTC m-Ticket *  from: OOTY to: ANWATTI PsngrName: Shawn TripCode: 442OOTANW PNR No.: J30209078 JnyDate: 2011-10-13 DepTime: 4:42  SeatNo.: 32, 57, 18, 22, 46  Class: AC Sleeper  BoardingPt: OOTY MG Road Txn Password: 8836 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Train,"PNR:6345767348,TRAIN:1618,DOJ:2013-10-09,AC3,AMG-BOKE,Dep:19:41, Cameron,B7 20 , Fare:7629,SC:10.0+PG+INS"
Movie,"Hi Customer, Booking ID: WOL4XQG. Seats: STANDARD-M9,M10,M11,M12, 4 seat(s) for Central Intelligence on 2009-10-11 12:20 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WOKRL79. Seats: GOLD-F9,F10,F11,F12,F13,F14, 6 seat(s) for Miss Peregrine's Home for Peculiar Children on 2011-01-26 0:16 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Expiry,Lakshmi Auto Agency : Service of your car KA55K7722 is due in 74 days on 2011-03-20. Please contact us at 9666878846 to book a service.
Train,"PNR:3768758512,TRAIN:4862,DOJ:2014-09-22,SL,AKV-BVS,Dep:14:35, Blake,S1 27 , Fare:2880,SC:10.0+PG+INS"
Flight,The PNR for your JET Airways Flt 6O222 for AGX-RRK on 2014-09-04 at 18:51 hrs  is C18VUK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
PickUp,"Repair ref.no for your car is JC83128466 opened on 2013-03-02 21:58hrs,ETD of your car is 2013-03-03 4:35hrs and est.repair amt is Rs.2422 Rgds, Hyundai Auto Agency"
Movie,"Hi Customer, Booking ID: WUOI0KK. Seats: GOLD-F6,F7,F8,F9,F10, 5 seat(s) for Split on 2014-04-09 9:36 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Expiry,Aryan Auto Agency : Service of your car KA84P3623 is due in 26 days on 2012-07-01. Please contact us at 9658418581 to book a service.
Delivery,"Dear Guest, Thanks for choosing Lavazza. Order ID 7158. Delivery by 2012-05-31 4:42. Enjoy 10% discount on your next purchase. Code J2SP4C. T&C."
Expiry,True Value : Service of your car KA44N1755 is due in 12 days on 2013-10-13. Please contact us at 9427331856 to book a service.
PickUp,"Repair ref.no for your car is JC54288472 opened on 2014-07-28 9:10hrs,ETD of your car is 2014-07-29 21:57hrs and est.repair amt is Rs.2905 Rgds, Maha Veer Auto Agency"
Cab,"Thank you for choosing taxiforsure for 2011-12-25 at 22:53. Cab:KA64W2136 , Chauffer: Eli, Cell: 9153168111 will reach you. T&C apply, visit www.taxiforsure.com"
Payment,Bill dated 2015-06-01 for Rs 310 has been generated for your Reliance fixedline/broadband relationship no. 18777655. The same will reach you by 2015-06-04. Due date: 2015-06-16.
Cab,"Thank you for choosing ucabs for 2013-07-24 at 4:40. Cab:KA65R3266 , Chauffer: Eduardo, Cell: 9467426773 will reach you. T&C apply, visit www.ucabs.com"
Hotel,Welcome to Wechestor Midway R.No. 380 Ch.In 2012-08-24 1:12 Ch.out 2012-09-13 12:00.
Expiry,Maha Veer Auto Agency : Service of your car KA87F3168 is due in 73 days on 2014-06-30. Please contact us at 9863545356 to book a service.
Hotel,Welcome to staff room R.No. 312 Ch.In 2010-11-12 11:19 Ch.out 2010-12-08 12:00.
Hotel,Welcome to SUMMIT CMNTY BK R.No. 596 Ch.In 2010-07-20 8:29 Ch.out 2010-08-18 12:00.
Payment,Bill dated 2013-09-07 for Rs 1093 has been generated for your Docomo fixedline/broadband relationship no. 46163612. The same will reach you by 2013-09-10. Due date: 2013-09-22.
Hotel,"Welcome to HAYWARD BSHRS R.No. 281, 381 Ch.In 2010-04-05 6:48 Ch.out 2010-04-17 12:00."
Flight,The PNR for your Air India Flt 6S212 for PGH-KTU on 2011-02-07 at 17:21 hrs  is X016AC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Lakshmi Auto Agency : Service of your car KA75K2211 is due in 81 days on 2010-10-18. Please contact us at 9573857453 to book a service.
Train,"PNR:1174334137,TRAIN:73758,DOJ:2009-09-06,AC3,BGMR-BZM,Dep:15:44, Gregory,B4 24 , Fare:6229,SC:10.0+PG+INS"
Bus,* KSRTC m-Ticket *  from: KOTTAYAM to: HASSAN PsngrName: Cristian TripCode: 210KOTHAS PNR No.: J83338143 JnyDate: 2011-01-20 DepTime: 2:10  SeatNo.: 8  Class: AC Sleeper  BoardingPt: KOTTAYAM Bus Stand Road Txn Password: 3426 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
Flight,The PNR for your AirAsia Flt 7X182 for JLR-SXV on 2011-02-02 at 19:33 hrs  is XTV623. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Garden Grill. Order ID 4774. Delivery by 2011-09-30 19:31. Enjoy 5% discount on your next purchase. Code HHUSW8. T&C."
Bus,"* KSRTC m-Ticket *  from: NELLORE to: Bengaluru PsngrName: Marcos TripCode: 822NELBen PNR No.: J57330707 JnyDate: 2015-02-21 DepTime: 8:22  SeatNo.: 25, 58  Class: Non-AC Sleeper  BoardingPt: NELLORE MG Road Txn Password: 2625 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Payment,Bill dated 2013-03-04 for Rs 432 has been generated for your Idea fixedline/broadband relationship no. 41137468. The same will reach you by 2013-03-07. Due date: 2013-03-19.
Payment,Bill dated 2014-05-07 for Rs 330 has been generated for your Airtel fixedline/broadband relationship no. 77248284. The same will reach you by 2014-05-10. Due date: 2014-05-22.
Bus,"* KSRTC m-Ticket *  from: Ernakulam to: KIAL PsngrName: Devon TripCode: 739ErnKIA PNR No.: J14971092 JnyDate: 2012-12-24 DepTime: 7:39  SeatNo.: 36, 40, 43, 44, 56, 19, 20, 24, 59  Class: AC Sleeper  BoardingPt: Ernakulam MG Road Txn Password: 8641 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,Appointment with Dr Kevin in TUMAKURU on 2012-12-31 at 19:57 is confirmed. For queries call 1800 8232 4664. Your appt. might get delayed in case the doctor is attending an emergency.
Reservation,"[Graeter 's] Hi Hector, your reservation is confirmed for 18 people on 2012-10-12 at 12:39. We can hold your table for a maximum of 28 mins."
Payment,Bill dated 2013-08-16 for Rs 1060 has been generated for your Idea fixedline/broadband relationship no. 25521165. The same will reach you by 2013-08-19. Due date: 2013-08-31.
Cab,"Thank you for choosing AirportTaxi for 2010-06-21 at 14:14. Cab:KA56I1677 , Chauffer: Julian, Cell: 9274238387 will reach you. T&C apply, visit www.AirportTaxi.com"
Bus,"* KSRTC m-Ticket *  from: CHANNARAYAPATNA to: Panaji Goa PsngrName: Gabriel TripCode: 928CHAPan PNR No.: J13641184 JnyDate: 2013-10-16 DepTime: 9:28  SeatNo.: 1, 2, 53, 22, 25, 58  Class: AC chair  BoardingPt: CHANNARAYAPATNA Rly Station Txn Password: 6146 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Movie,"Hi Customer, Booking ID: WO1P9W8. Seats: STANDARD-G3,G4,G5,G6,G7,G8, 6 seat(s) for The Girl on the Train on 2012-05-19 23:30 at Gopalan Grand Mall: Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2013-06-26 for Rs 1142 has been generated for your Jio fixedline/broadband relationship no. 36455233. The same will reach you by 2013-06-29. Due date: 2013-07-11.
Train,"PNR:8364331533,TRAIN:5441,DOJ:2011-05-01,SL,BHW-BID,Dep:4:12, Joshua,S7 86 , Fare:7583,SC:10.0+PG+INS"
Payment,Bill dated 2012-03-27 for Rs 1111 has been generated for your Airtel fixedline/broadband relationship no. 41681417. The same will reach you by 2012-03-30. Due date: 2012-04-11.
Train,"PNR:8618318726,TRAIN:61334,DOJ:2011-12-25,AC3,AVS-BAMA,Dep:22:23, Victor,B6 32 , Fare:6518,SC:10.0+PG+INS"
Hotel,"Welcome to MERCHANTS BK R.No. 136, 400, 567 Ch.In 2015-07-03 6:50 Ch.out 2015-08-01 12:00."
PickUp,"Repair ref.no for your car is JC57836315 opened on 2010-07-17 17:45hrs,ETD of your car is 2010-07-18 1:48hrs and est.repair amt is Rs.1236 Rgds, Lakshmi Auto Agency"
Cab,"Thank you for choosing radiocabs for 2011-11-21 at 0:49. Cab:KA86F5846 , Chauffer: Jeremiah, Cell: 9841817128 will reach you. T&C apply, visit www.radiocabs.com"
Payment,Bill dated 2009-10-03 for Rs 243 has been generated for your Idea fixedline/broadband relationship no. 83667335. The same will reach you by 2009-10-06. Due date: 2009-10-18.
Delivery,"Dear Guest, Thanks for choosing The Cannery. Order ID 5368. Delivery by 2014-02-22 7:53. Enjoy 13% discount on your next purchase. Code HO5E3O. T&C."
Cab,"Thank you for choosing KSRTC for 2011-08-25 at 10:41. Cab:KA47G4427 , Chauffer: Taylor, Cell: 9483124128 will reach you. T&C apply, visit www.KSRTC.com"
Delivery,"Dear Guest, Thanks for choosing The Revolving Restaurant. Order ID 5456. Delivery by 2012-08-09 11:13. Enjoy 18% discount on your next purchase. Code S3D2PS. T&C."
Expiry,Aryan Auto Agency : Service of your car KA64J4625 is due in 84 days on 2012-08-12. Please contact us at 9752873563 to book a service.
Movie,"Hi Customer, Booking ID: WQSDKFR. Seats: STANDARD-D5,D6,D7,D8,D9,D10,D11, 7 seat(s) for Boo! A Madea Halloween on 2009-12-05 6:20 at Cauvery Theatre: Sankey Road. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing AirportTaxi for 2013-07-13 at 14:55. Cab:KA65N3882 , Chauffer: Fernando, Cell: 9174241868 will reach you. T&C apply, visit www.AirportTaxi.com"
PickUp,"Repair ref.no for your car is JC35334844 opened on 2009-12-21 8:15hrs,ETD of your car is 2009-12-22 17:54hrs and est.repair amt is Rs.1340 Rgds, Lakshmi Auto Agency"
Bus,"* KSRTC m-Ticket *  from: Hubli to: SHIVAMOGGA PsngrName: Kevin TripCode: 1658HubSHI PNR No.: J75327736 JnyDate: 2011-01-14 DepTime: 16:58  SeatNo.: 34, 36, 39, 44, 46, 21, 28, 30  Class: Non-AC chair  BoardingPt: Hubli Bus Stand Road Txn Password: 1542 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Bus,"* KSRTC m-Ticket *  from: THIRUNALLAR to: COONUR PsngrName: Sergio TripCode: 1922THICOO PNR No.: J54015208 JnyDate: 2015-08-01 DepTime: 19:22  SeatNo.: 49, 18, 35, 30  Class: Non-AC Sleeper  BoardingPt: THIRUNALLAR Residency Road Txn Password: 3877 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Train,"PNR:8225786566,TRAIN:7617,DOJ:2010-02-04,AC3,BSRX-BRTK,Dep:2:14, Luis,B6 49 , Fare:3571,SC:10.0+PG+INS"
Appointment,"DEAR Owen, THANK YOU FOR YOUR BOOKING (ORDER ID: 66714), YOUR ORDER HAS BEEN ASSIGNED TO Andy(9885625258) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-04-27 at 11:54. FOR ASSISTANCE WHATSAPP US ON 8431326664."
Delivery,"Dear Guest, Thanks for choosing UCC Ueshima Coffee Co.. Order ID 1215. Delivery by 2013-11-12 4:33. Enjoy 27% discount on your next purchase. Code XYUSKL. T&C."
Train,"PNR:4415421476,TRAIN:2131,DOJ:2014-01-29,SL,BTP-BDWL,Dep:22:46, Austin,S3 2 , Fare:3858,SC:10.0+PG+INS"
Cab,"Thank you for choosing AirportTaxi for 2009-09-04 at 9:28. Cab:KA23P1754 , Chauffer: Erick, Cell: 9715545771 will reach you. T&C apply, visit www.AirportTaxi.com"
Movie,"Hi Customer, Booking ID: W61X5HU. Seats: SILVER-E4,E5, 2 seat(s) for Jason Bourne on 2011-07-07 4:57 at Gopalan Miniplex: Signature Mall, Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
Hotel,"Welcome to burrow R.No. 512, 207, 507, 343 Ch.In 2012-05-14 14:21 Ch.out 2012-05-28 12:00."
Train,"PNR:7377854814,TRAIN:3622,DOJ:2012-09-25,AC3,BAP-BFM,Dep:0:40, Isaac,B9 72 , Fare:5032,SC:10.0+PG+INS"
Reservation,"[Ann 's Diner] Hi Conner, your reservation is confirmed for 10 people on 2009-12-02 at 9:47. We can hold your table for a maximum of 25 mins."
Train,"PNR:6287852633,TRAIN:66757,DOJ:2010-09-10,SL,AVS-BRMO,Dep:2:28, Alex,S1 16 , Fare:1989,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC82238414 opened on 2010-12-19 5:36hrs,ETD of your car is 2010-12-20 6:27hrs and est.repair amt is Rs.356 Rgds, Maruti Auto Agency"
Payment,Bill dated 2011-04-14 for Rs 198 has been generated for your Jio fixedline/broadband relationship no. 11185465. The same will reach you by 2011-04-17. Due date: 2011-04-29.
Movie,"Hi Customer, Booking ID: W1FR2D0. Seats: PLATINUM-I8,I9,I10,I11,I12, 5 seat(s) for Ghostbusters on 2012-03-26 2:54 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
PickUp,"Repair ref.no for your car is JC46786353 opened on 2010-05-02 20:30hrs,ETD of your car is 2010-05-03 15:31hrs and est.repair amt is Rs.2914 Rgds, Aryan Auto Agency"
Train,"PNR:5427168821,TRAIN:36412,DOJ:2010-03-30,AC3,BBN-BMSB,Dep:3:13, Cayden,B5 65 , Fare:4627,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC77485444 opened on 2012-04-14 18:36hrs,ETD of your car is 2012-04-15 1:53hrs and est.repair amt is Rs.2195 Rgds, Maruti Auto Agency"
Bus,* KSRTC m-Ticket *  from: CHANNARAYAPATNA to: ANWATTI PsngrName: Nathaniel TripCode: 1848CHAANW PNR No.: J51276342 JnyDate: 2009-11-01 DepTime: 18:48  SeatNo.: 31  Class: Non-AC Sleeper  BoardingPt: CHANNARAYAPATNA Residency Road Txn Password: 7254 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
PickUp,"Repair ref.no for your car is JC51382836 opened on 2013-11-23 22:32hrs,ETD of your car is 2013-11-24 3:25hrs and est.repair amt is Rs.1718 Rgds, Maha Veer Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Tokyo Tokyo. Order ID 6385. Delivery by 2013-12-25 10:15. Enjoy 3% discount on your next purchase. Code SZPUYA. T&C."
Hotel,"Welcome to squash stadium R.No. 523, 133, 190 Ch.In 2011-01-01 16:48 Ch.out 2011-01-11 12:00."
PickUp,"Repair ref.no for your car is JC46487413 opened on 2011-03-01 10:47hrs,ETD of your car is 2011-03-02 17:20hrs and est.repair amt is Rs.2604 Rgds, Lakshmi Auto Agency"
Train,"PNR:8255312334,TRAIN:64412,DOJ:2014-02-22,AC3,AJI-BWIP,Dep:9:50, Eli,B4 16 , Fare:9136,SC:10.0+PG+INS"
Expiry,Maruti Auto Agency : Service of your car KA27I7174 is due in 81 days on 2010-08-10. Please contact us at 9258785624 to book a service.
Payment,Bill dated 2015-07-06 for Rs 894 has been generated for your Vodafone fixedline/broadband relationship no. 52767546. The same will reach you by 2015-07-09. Due date: 2015-07-21.
Expiry,Lakshmi Auto Agency : Service of your car KA21G8515 is due in 26 days on 2012-01-08. Please contact us at 9373478633 to book a service.
Hotel,"Welcome to ECPI University R.No. 233, 261, 199 Ch.In 2013-04-20 6:18 Ch.out 2013-04-30 12:00."
Flight,The PNR for your AirAsia Flt 3L583 for PGH-HBX on 2013-05-27 at 0:43 hrs  is PK5E68. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: PUTTAPARTHI to: PAYYANUR PsngrName: Avery TripCode: 1447PUTPAY PNR No.: J32688832 JnyDate: 2014-02-09 DepTime: 14:47  SeatNo.: 33, 27, 52  Class: Non-AC Sleeper  BoardingPt: PUTTAPARTHI Rly Station Txn Password: 4241 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,Appointment with Dr Riley in SRIHARIKOTA on 2015-02-03 at 20:58 is confirmed. For queries call 1800 4485 6571. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,Appointment with Dr Jeremy in Ernakulam on 2014-01-13 at 20:58 is confirmed. For queries call 1800 1188 6826. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,"DEAR Jeremiah, THANK YOU FOR YOUR BOOKING (ORDER ID: 33824), YOUR ORDER HAS BEEN ASSIGNED TO Gerardo(9724525884) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-04-30 at 7:35. FOR ASSISTANCE WHATSAPP US ON 8167754361."
Bus,"* KSRTC m-Ticket *  from: Madurai to: ALIKE PsngrName: Ayden TripCode: 1355MadALI PNR No.: J20180228 JnyDate: 2010-03-26 DepTime: 13:55  SeatNo.: 41, 4, 13, 12  Class: AC Sleeper  BoardingPt: Madurai Residency Road Txn Password: 5714 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Bimal Auto Agency : Service of your car KA34Q1866 is due in 24 days on 2010-06-07. Please contact us at 9521722741 to book a service.
Reservation,"[Restaurante Giratorio] Hi Nathaniel, your reservation is confirmed for 17 people on 2015-02-08 at 18:58. We can hold your table for a maximum of 2 mins."
Flight,The PNR for your SPICE JET Flt 3V154 for UDR-HBX on 2010-02-26 at 18:27 hrs  is YMA20N. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: PUTTAPARTHI to: Shirdi PsngrName: Nathan TripCode: 2327PUTShi PNR No.: J60958854 JnyDate: 2009-11-15 DepTime: 23:27  SeatNo.: 33, 36, 38, 41, 16, 22, 56, 27  Class: AC chair  BoardingPt: PUTTAPARTHI Bus Stand Road Txn Password: 4278 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Russo 's New York Pizzeria. Order ID 7771. Delivery by 2011-11-11 15:27. Enjoy 29% discount on your next purchase. Code A062IE. T&C."
Appointment,"DEAR Joshua, THANK YOU FOR YOUR BOOKING (ORDER ID: 57258), YOUR ORDER HAS BEEN ASSIGNED TO Ty(9662435374) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-11-01 at 9:10. FOR ASSISTANCE WHATSAPP US ON 8557882452."
Cab,"Thank you for choosing Uber for 2010-04-18 at 3:26. Cab:KA55T1745 , Chauffer: Austin, Cell: 9711131432 will reach you. T&C apply, visit www.Uber.com"
Cab,"Thank you for choosing Ola for 2010-07-02 at 18:39. Cab:KA63F1521 , Chauffer: Isaiah, Cell: 9431151232 will reach you. T&C apply, visit www.Ola.com"
Cab,"Thank you for choosing AirportTaxi for 2010-12-12 at 12:17. Cab:KA63O4335 , Chauffer: Damien, Cell: 9564435111 will reach you. T&C apply, visit www.AirportTaxi.com"
Appointment,Appointment with Dr Gavin in MANDYA on 2009-11-29 at 19:15 is confirmed. For queries call 1800 5431 7634. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,Appointment with Dr Maxwell in KODAIKANAL on 2012-04-30 at 2:24 is confirmed. For queries call 1800 8763 5415. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Lakshmi Auto Agency : Service of your car KA68U6657 is due in 53 days on 2014-09-14. Please contact us at 9327643745 to book a service.
Appointment,"DEAR Mason, THANK YOU FOR YOUR BOOKING (ORDER ID: 52735), YOUR ORDER HAS BEEN ASSIGNED TO Jaxon(9836372833) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-07-08 at 7:26. FOR ASSISTANCE WHATSAPP US ON 8184731263."
Movie,"Hi Customer, Booking ID: W7GBOGM. Seats: STANDARD-A5,A6,A7,A8,A9,A10, 6 seat(s) for Sully on 2013-09-15 8:55 at PVR: Soul Spirit Bellandur, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Train,"PNR:2148444841,TRAIN:22862,DOJ:2009-12-08,AC3,AXK-BYC,Dep:8:14, Chase,B8 20 , Fare:7019,SC:10.0+PG+INS"
Flight,The PNR for your SPICE JET Flt 1D488 for BUP-IXE on 2014-12-16 at 4:24 hrs  is TBO7TT. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: PUDUKOTAI to: KOLHAPUR PsngrName: Camden TripCode: 231PUDKOL PNR No.: J58409367 JnyDate: 2013-10-15 DepTime: 2:31  SeatNo.: 4, 7, 42, 44, 47, 16, 54, 59  Class: AC Sleeper  BoardingPt: PUDUKOTAI Residency Road Txn Password: 5628 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing ucabs for 2012-10-20 at 2:31. Cab:KA62I8383 , Chauffer: Avery, Cell: 9263618111 will reach you. T&C apply, visit www.ucabs.com"
PickUp,"Repair ref.no for your car is JC68536616 opened on 2014-09-19 7:39hrs,ETD of your car is 2014-09-20 3:43hrs and est.repair amt is Rs.2259 Rgds, Hyundai Auto Agency"
Expiry,Lakshmi Auto Agency : Service of your car KA35Q2527 is due in 65 days on 2012-06-10. Please contact us at 9137883351 to book a service.
Expiry,Maruti Auto Agency : Service of your car KA71A2352 is due in 22 days on 2010-04-07. Please contact us at 9562888166 to book a service.
Appointment,"DEAR Christian, THANK YOU FOR YOUR BOOKING (ORDER ID: 52828), YOUR ORDER HAS BEEN ASSIGNED TO Andre(9784346818) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-09-13 at 6:22. FOR ASSISTANCE WHATSAPP US ON 8158358725."
Hotel,"Welcome to Saeedi Center R.No. 273, 422, 345 Ch.In 2014-09-20 14:22 Ch.out 2014-10-14 12:00."
Payment,Bill dated 2014-11-27 for Rs 554 has been generated for your Airtel fixedline/broadband relationship no. 14845874. The same will reach you by 2014-11-30. Due date: 2014-12-12.
Train,"PNR:1421513177,TRAIN:1724,DOJ:2012-10-28,SL,BBTR-BLQR,Dep:2:33, Zachary,S8 61 , Fare:8019,SC:10.0+PG+INS"
Bus,"* KSRTC m-Ticket *  from: Ernakulam to: Coimbatore PsngrName: Keegan TripCode: 2125ErnCoi PNR No.: J43765659 JnyDate: 2014-05-28 DepTime: 21:25  SeatNo.: 25, 26, 20, 50, 7  Class: Non-AC chair  BoardingPt: Ernakulam Rly Station Txn Password: 7418 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,Appointment with Dr Steven in Bengaluru on 2010-09-24 at 7:54 is confirmed. For queries call 1800 2481 5434. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:7275232378,TRAIN:6785,DOJ:2010-09-23,AC3,ADVI-BEB,Dep:5:15, Israel,B5 39 , Fare:4336,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC82373535 opened on 2010-01-19 5:36hrs,ETD of your car is 2010-01-20 17:19hrs and est.repair amt is Rs.971 Rgds, Hyundai Auto Agency"
Delivery,"Dear Guest, Thanks for choosing YumYum Donuts. Order ID 3238. Delivery by 2011-06-30 7:10. Enjoy 23% discount on your next purchase. Code FVV8D4. T&C."
Bus,"* KSRTC m-Ticket *  from: Panaji Goa to: HIRIYUR PsngrName: Jeremiah TripCode: 1038PanHIR PNR No.: J15147163 JnyDate: 2013-03-11 DepTime: 10:38  SeatNo.: 16, 56, 13, 37, 5  Class: Non-AC Sleeper  BoardingPt: Panaji Goa Bus Stand Road Txn Password: 7613 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Hotel,Welcome to IBT HC R.No. 165 Ch.In 2011-11-08 1:25 Ch.out 2011-11-10 12:00.
Train,"PNR:3487178651,TRAIN:3444,DOJ:2011-01-01,FC,BSPX-BEW,Dep:8:12, Maxwell,F8 64 , Fare:7727,SC:10.0+PG+INS"
Hotel,"Welcome to English Channel R.No. 224, 537, 188 Ch.In 2012-01-26 8:17 Ch.out 2012-02-07 12:00."
Delivery,"Dear Guest, Thanks for choosing Wilson 's Sandwich Shop. Order ID 2813. Delivery by 2012-07-28 3:56. Enjoy 18% discount on your next purchase. Code CKQOF1. T&C."
Reservation,"[dominoz] Hi Seth, your reservation is confirmed for 2 people on 2014-06-28 at 18:52. We can hold your table for a maximum of 34 mins."
Flight,The PNR for your Air India Flt 2X436 for JLR-DHM on 2010-11-02 at 21:18 hrs  is BQA04M. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: KASARGOD to: COONUR PsngrName: Chase TripCode: 2313KASCOO PNR No.: J98685254 JnyDate: 2011-01-25 DepTime: 23:13  SeatNo.: 3, 30, 7  Class: Non-AC Sleeper  BoardingPt: KASARGOD Rly Station Txn Password: 3755 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Payment,Bill dated 2011-07-02 for Rs 675 has been generated for your Airtel fixedline/broadband relationship no. 36175462. The same will reach you by 2011-07-05. Due date: 2011-07-17.
Appointment,Appointment with Dr Wyatt in KOLAR on 2012-10-29 at 13:53 is confirmed. For queries call 1800 2318 2772. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Bimal Auto Agency : Service of your car KA64W6832 is due in 28 days on 2012-08-03. Please contact us at 9271142142 to book a service.
